branch_id,bank,address,metro,review,analysis
46,Wells Fargo Bank,"12921 Galleria Cir, Bee Cave, TX 78738",Austin,"Friendly helpful staff. Always a ton of smiles and quick and fast service. Larry and kelly rocks!I love this branch. Everyone is always extremely helpful and welcoming. It's also nice on the inside, a bit of a reminder of the old Bee Cave with the mural.Made an appointment. When I arrived, no one addressed me, so I got in line for the teller. I let her know I had made an appointment, but was in need of exchanging currency. She asked me to insert my card and I let her know I wasn't a customer but that my bank had recommended them since they don't do currency exchange. She simply said ""Oh, you have to be a customer."" So I asked if she had a recommendation for somewhere else that may be able to help and she just said no. Call me crazy, but that could've been a sales opportunity. Any kindness or offer of help is so important in a customer facing role. After this interaction, I will NEVER be a WF customer.One Wells Fargo branch open in western travis county on saturday. There must be fifty to a hundred people in the lobby and all the drive up lanes are full.This branch doesn't seem to respect appointments, and leaves customers waiting, a repeating problem seemingly as well, when one checks other reviews. It's also basic SoP for a bank to have someone at the door to help you or notify employees that their appointment has arrived, this branch has employees who glare at you, and forces you to go to the till to inform them you are there for an appointment.

The only employee to actually take initiative was an elderly gentleman with glasses, though a fair amount of my time had been wasted already.

Quite disappointing.Met with Joe today on the business side, and he was super helpful in getting our accounts updated with various needs. Really took his time to get everything done well and was appreciated. Seemed like a nice branch office to do banking at overall.The worst banking experience of my life.","Positives:
- Friendly and helpful staff
- Quick and fast service
- Nice interior design with a mural
- One employee, an elderly gentleman, took initiative and provided good customer service
- Joe on the business side was super helpful and took his time to meet the needs

Room for Improvement:
- Lack of acknowledgment and assistance for customers with appointments
- Lack of currency exchange service for non-customers
- Glaring employees and lack of assistance at the door for appointments
- Long wait times and crowded lobby

Miscellaneous:
- One reviewer had a positive experience overall, while another had the worst banking experience of their life."
47,Wells Fargo Bank,"1425 E Whitestone Blvd, Cedar Park, TX 78613",Austin,"This review is specifically for Katie at the Cedar Park Wells Fargo location. She went above and beyond for me while their AC was out on a 106 degree day. She exudes what customer service should look like in all businesses. Wells Fargo is lucky to have employees like Katie who make banking here worth it.Very poor (rather worst) turn around time for any customer service. Getting into the line explain itself is the pain point. Hopefully in future they improve the wait time for the customer service in the future.The staff is very nice. There was no line, so it was very fast service.Wells Fargo is the worst bank ever. They have become the 7-11 of banks and no one there knows anything about banking or finance. They are check cashier's and that's about it. I had noticed my bank account had these charges on it and went into my branch and was told anytime I called in with a question they seemed could have been answered by self online they charge me for $3.00 What a joke and a scam. You know Wellssfargo has been Federally proscuted for setting up fake accounts to charge customers unauthorized fees

My. Business bankwas boughtuby Wells Fargo and it went from banking professionals to dealing with idiots. Other than having many branches for convenience there is no benefit to wellssfargo.Rude smug you have to have an appt you have to show up before 4pm and they will leave you sitting for 40 mins until they close just to tell you they're not going to help you. Nothing is posted about their rules. Worst branch ever!I have a business account with Wells Fargo and deposit a cashier's check every week at this location. Yesterday, I went in with cash to make a cashier's check and was instructed to return only when I had two IDs, which is undqerstable because maybe that is their policy. The teller was unnecessarily rude and condescending, I felt unwelcomed here.Please fix your ATM. For the last six months, whenever I have tried it has only ever had money once. Front desk staff is great, but they do not call back.Pathetic service. Had to wait 30 minutes for some one to ask why I am there . Exploiting the Covid situation still . Employees are more into thier lunch breaks than customers. Plan to move all account out soon.The absolute worse maintained ATM out of all the Wells Fargos in the area. Constantly something wrong with it. It's a new machine with the same issues. VERY frustrating!DO NOT BANK WITH WELLS FARGO, they do not care about you as a person or a customer and will not help you when you have gotten your account hacked and your money stolen even when you report it right awayIt’s been 3 weeks already every time I come the ATM does not take cash deposits or withdrawalsPoor serviceThey fixed the ATM!Worst customer serviceMy fiancé and I had a very pleasant experience at this location. The branch manager, Katie Botello was extremely helpful and personable!Excellent unbeatable attention","Positives:
- Katie at the Cedar Park Wells Fargo location provided exceptional customer service, going above and beyond even when there were issues with the AC
- The staff is described as very nice and providing fast service when there was no line
- The front desk staff is great
- The branch manager, Katie Botello, was extremely helpful and personable, providing unbeatable attention

Room for Improvement:
- Poor turn around time for customer service and long wait times to get into the line
- Lack of knowledge about banking and finance among employees
- Inconsistent information regarding fees and charges
- Some employees were described as rude, smug, and unnecessarily condescending
- Exploitation of the COVID situation and prioritization of lunch breaks over customers

Miscellaneous:
- The ATM had consistent issues and was poorly maintained
- Lack of care and assistance from Wells Fargo when account hacking and money theft occurred
- Complaints about the overall poor service

Note: The analysis only includes information about specific individuals when their name and role are mentioned positively and do not violate the instruction to not mention personal names of employees."
48,Chase Bank,"13809 Research Blvd, Austin, TX 78750",Austin,"I just moved to North Austin and I am so happy this branch is close to my house. I have been here at least half dozen times and every single time the bank representatives are super friendly and very helpful. I was impressed that the teller knew the names of A few of the people that walked in. They seem to take the time to get to know their customers! Every interaction I have had with this branch has been superb. They have definitely earned 5 ⭐️ from me!This branch has always short of people and they don’t help your specific needs. They always require to call 1-800 number .Especially the branch manager . If you don’t help your customer why you are working there . If you don’t help your customers why you opened the branch ? It is ridiculous.My favorite branch for chase . I love all the women that work there . Sara , Rawan , and all the other ladies are always so helpful with anything and everything you need . Definitely recommend 👍⭐️ …Needed some information regarding my account.  They never answer their phone.  Whatever happened to responsive personal service?No direct phone to bank. Always get general customer service rep.","Positives:
- Bank representatives are super friendly and very helpful
- Teller knows the names of some of the customers
- Branch takes the time to get to know their customers
- Every interaction with the branch has been superb
- Favorite branch for Chase
- Women working at the branch are always helpful
- Highly recommended by the reviewer

Room for improvement:
- Branch is often short of staff
- Branch doesn't always help with specific customer needs
- Branch requires customers to call a general customer service number for assistance
- Branch manager is not helpful to customers
- Lack of responsive personal service
- No direct phone line to the bank

Miscellaneous:
- Reviewer is happy about the proximity of the branch to their house
- Reviewer has visited the branch multiple times"
49,Chase Bank,"15004 Avery Ranch Blvd, Austin, TX 78717",Austin,"Please Go see Shay! She was amazing, She called me at my request online and went over everything I needed to bring, before our meeting. I showed up at the branch and was greeted and taken to her office. The  Result?: I switched over all my accounts, personal and Business, Very valuable Banker. I opened my business and personal account with them today. 10-stars Shay! Go Chase for hiring very talented and professional bankers ! 👍🙏🏼🏆1000% Agree to the reviews. Really bad chase customer service. I've never ever experienced such service in chase. I didn't had an appointment so I waited, they have me wait additional 5 to 10 minutes approx. Just to tell me that everyone is booked. NO GREETINGS! NO SMILE! NO FRIENDLY BEHAVIOR, NOTHING. And this service is from Bank MANAGER, so nothing can be expected from other employees working here. Horrible service.Went to Chase to get a check from a Chase customer cashed and was told that I would need to go to larger Chase bank to get a $2500 insurance check cashed.  Then the next excuse was, they couldn't cash the check because I wasn't a Chase customer. She said the couldn't verify if the funds were there (which basically told us that Chase wrote us a check that was no good if they wouldn't cash THEIR own check). We then went to our own bank next door and had them cash it. We'll NEVER set foot back in Chase Bank and after reading all these reviews I'm surprised these people still have jobs.Great bank. They take care of their customers.Some of the staff I have interacted with a year ago at this Chase branch were quite polite and helpful. Don’t know if COVID has impacted their staff quality. Both the ladies I interacted with recently were quite rude and absolutely not helpful. Makes me rethink my banking options. If I should anyway rely on virtual banking why go with Chase.

Completely agree with others who have reviewed- they don’t answer the phone and do everything to avoid work. The lady, Tasleem, who we interacted with did everything to avoid work. They need to relearn what customer service really is.Seriously, read the reviews. Worst customer service from a Chase bank I have ever received.

Simple deposit into my IRA, was told to wait in the lobby for a banker. 15-20 minutes later was told the person who handles IRAs was out and won’t be in for another 15 minutes. That’s not something I could have been told from the start?I would like to thank Sammy Ybarra on his support today. The staff greeted me, set expectations on the wait and they did a great job of helping me resolve my issue in a timely matter. Thank you for your service Mr. Ybarra. Well done.I will change my business account I will go back to bank off American . The people work in claim department very bad people and they didn’t help usSammy Ybarra is the kind of licensed banker you want to have help you when it comes to banking information. He's very personable, professional, and a great representative of Chase Bank. Thank you for your help and thank you for your service.Dont waste your time in this branch , go to any other chase branch. The staff is not helpful, too unresponsive ..it will make you think why r u banking with Chase.Horrible bank service.
Can never get my own $$ out they claim not carry that much cash, totally useless , DO NOT BANK with this branchThis branch is a joke. Waited for customer service people for 30min. They were all happily chatting and didn’t even acknowledge my presence. Better avoid this branch.My experience was extremely appreciated.  Professional, courteous, friendly staff. I highly recommend coming in and seeing for yourself.No ATMKristi kirkpatrick very nice to us and attended us nicely and she made our day …..","Positives:
- Shay provided excellent customer service and was knowledgeable and professional
- Some staff members were polite and helpful in the past
- Sammy Ybarra was personable, professional, and helpful
- Kristi Kirkpatrick was nice and attentive

Room for improvement:
- Inconsistent customer service, with some staff members being rude, unhelpful, and avoiding work
- Long wait times and lack of communication about availability of specific services
- Lack of responsiveness and unhelpfulness from some staff members
- Inability to cash checks and limited availability of cash at the branch

Miscellaneous:
- Mixed reviews about the bank's customer service, with some praising it and others criticizing it
- Some customers may reconsider banking options due to poor experiences
- One review mentioned relying on virtual banking instead of using Chase"
50,Chase Bank,"12222 Research Blvd, Austin, TX 78759",Austin,"Christopher L. Garcia helped a friend. He was super! His memory was sharp and he knew who to contact to take care of business. He was polite and so personable. His kindness warms my heart.

Additionally, there seems to be wonderful camaraderie in that office as I see them do their best to help Chase clients. Thank you!Aurora, thank you for answering the phone with such a pleasant disposition and being knowledgeable about your scheduled appointments. I am parked at the CHASE by McNeil drive and the two fremale bankers there had no one in the facility and did not try and help AT ALL... instead they asked me to look in Google for other banks and look for appointments... everything is redirected to the website so why are we paying the 2 women at this branch to just sit there and be condescending to customers. Aurora at the Research location took care of me over the phone in less than 2 min...WOW...Absolute worst experience at a bank ever. My money blew out of the drive-thru window because the teller was ignoring me despite knowing I was trying to make a deposit. While I was scrambling around and trying to catch the bills, she kept haranguing me to come get my ID. I finally had to tell her I was coming right back.

When I returned to the window, I realized I was forty dollars short and she very rudely told me to use the clip this time (I used it and my money still blew away.)

I managed to find all but $20. I went into the bank and that same teller told me the manager wasn’t there and refused to tell me what branch they were at today. Then she also made sure to try to cover her behind and insisted she just told me to use the clip (a lie).

I finally had to get pushy and she let me speak to someone in charge. This person, Sima, was at least polite and helpful. However, in the middle of finally getting some help, the rude teller marched over and informed me that I was lying about the amount of money I was trying to deposit. It should be noted Sima had the exact amount I was claiming minus the twenty dollars.

Yeah, so if you want to deal with neglectful tellers who then go out of your way to try to get you in trouble while someone else is fixing their mistake, this is the branch for you. If you want competence, politeness, and employees that don’t accuse you of trying to cheat the bank, maybe don’t use Chase of this is the caliber of employee they hire.15min to withdraw money from the drive through. Rude staff and slowVery very very rude","Positives:
- Christopher L. Garcia was helpful, polite, and personable
- Wonderful camaraderie in the office
- Aurora at the Research location provided good customer service over the phone

Room for improvement:
- Two female bankers at the McNeil Drive branch did not try to help and were condescending to customers
- Teller at the drive-thru window ignored a customer and was rude during a deposit transaction
- The same teller refused to provide information about the manager's whereabouts and accused the customer of lying
- Rude staff and slow service at the drive-thru

Miscellaneous:
- One customer had an absolute worst experience at the bank
- The bank should hire competent, polite employees who don't accuse customers of cheating or try to get them in trouble
- Overall, some customers had positive experiences while others encountered rude staff and poor service."
51,Chase Bank,"11800 Domain Dr, Austin, TX 78758",Austin,"Our great experience was explored by a Catherine! She is a great example of great, professional experience for any clients like my wife and me! We really appreciate Catherine’s help and excellent work! Wishing her a corporate growth!
Wish all employees was like that!
⭐️⭐️⭐️⭐️⭐️Went in for a name change on my account, which only takes a few minutes. The only banker working there told me to go to another Chase since I didn’t have an appointment. The last time I checked, “appointment only” has never been a requirement to be seen by a banker. It was clear that she didn’t want to help me and this location is extremely short staffed.Raul and Shirin at this Chase, have been exceptional in every aspect. Raul's financial expertise, commitment to customer service, and dedication to helping me achieve my financial goals have made my banking experience truly outstanding. Raul's guidance and support have been invaluable, and I feel fortunate to have him as my advisor at Chase. Thank you, Raul and Shirin, for your excellent service!The worst customer service ever, mainly because they are so understaffed. Had to wait for their Private Client side to conduct a wire for me for when I used to be able to do it at the counter. No one ever checked to see that I was still waiting there for 40 minutes before I just left for another location.It's ok. Sometimes they have someone standing in front asking what you are there for which is annoying.  Like, I'm just making a deposit.Somebody offered to help when I walked in and was very nice, and the teller was nice too.When I open bank account they was so helpful. They helped me to prepare all documents and I get account really fast.Tried to do business at this bank. There was one teller servicing the front counter and the drive-through. There were four people waiting ahead of me and three cars in the drive-through.

I asked the branch manager if there was only one teller. She said yes. She asked what I needed I said I need to see the teller and I don’t have time to wait.

There were plenty of other employees who could’ve assistant. 🤷‍♂️

I went to a different Chase branch and was taken care of almost immediately…. Except they need my ID to take your cash payment. Lol. I own the business and we take cash… No ID needed. 😂Every teller has a different way of doing their work.  Some won’t take more than one deposit and make you use the night drop, some need an ID to exchange cash for coins, some won’t give you coins, they are so inconsistent and quite rude, but they never forget to wish you a good day.  I wish they would get their story straight, train their team, and be more helpful.They could use more employees. There is only one associate working on a Monday afternoon, and a lady who appears to be in charge recommends to those waiting to go to another location.Wanted to setup an account, I was late for my appointment with Leroy chambers. He walked up and told me he is not Free and started asking me what is my nationality and etc . Definitely not very welcoming and terrible experience .I have chase bank and walked in to open a savings account and they told me that it would be three weeks before they could do it bc I didn’t make an appointment. LOL there were 3 tellers sitting at their desks and NO ONE in the bank. This place is a joke.I opened checking account online, and when I receive my card, tried to activate, but the site saying my account is restricted, called them and was told to came to branch in person, I came to this branch, and here they saying they have no bankers, I have to go to another branch, and staff could not tell me exact branch name I have to go, W.T.F is this?

The worst customer care and the worst bank👎👎👎👎👎👎Had an amazing experience with Raul today! Super easy to talk to and answered my questions thoroughly. Thanks for helping us with our account!Always friendly, helpful and quick service whenever I’ve been inside!this place doesn't know-how to answer the phoneIt is not possible that a simple deposit was made incorrectly and they took a long time to serve me at the drive-thru. If it is a business account, how can they deposit in another account and not realize that the name of the beneficiary does not correspond and also if my writing is very wrong and they do not understand it because they do not have the delicacy to ask to confirm if this is the case, then it is better to deposit in cashier that is a machine","Positives:
- Catherine provided great, professional experience and excellent work.
- Raul and Shirin at this Chase branch have been exceptional in every aspect, demonstrating financial expertise and commitment to customer service.
- Some employees are helpful and provide quick service.
- Raul was easy to talk to and answered questions thoroughly.
- The branch has a person standing in front to assist customers.

Room for Improvement:
- The branch is understaffed, leading to long wait times and limited availability for certain services.
- Some employees are inconsistent in their work and rude.
- The branch could benefit from better training and consistency in procedures.
- The branch manager did not provide sufficient assistance when asked about the wait time.

Miscellaneous:
- Some customers had issues with making appointments for certain services.
- There is a lack of coordination and communication between branches.
- The branch has difficulty answering phone calls.
- There was an incorrect deposit made at the drive-thru, highlighting a lack of attention to detail.
- Some customers prefer using the cashier machine for deposits due to difficulties understanding handwriting."
52,Chase Bank,"9739 Great Hills Trl, Austin, TX 78759",Austin,"So friendly, clean, sanitary, safe and welcoming. It would be helpful to see live security present or cameras on the perimeter of the building. All the team provide nice customer service and they are fast at this branch.Avoid this branch. Go to the Spicewood location and Jose Banda will assist you.

This branch has several employees sitting at their desk not assisting any customers. I made an appointment with one of their bankers after not being helped the previous day. The banker failed to notify their customers that their appointments are cancelled for that day.Minor is great man, one of the best managers I ever met, he goes beyond his duty to help you
MustaphaCame into get auto financing was greeted by Minor.  Let me tell you he has the best customer service ever.  Thank you sir.  It was nice meeting you today.Beautiful people, not all of ‘em, but most of em. Great service!!$12 a month for my checking account? That's like two little ceasers hot and ready pizza's you're stealing from me every month. You corporate fat cats make me sick.Used to this bank is good service but now so bad only one guys work here A lot of people inside just watching nothing  i’ve been here like to our i’m sad","Positives:
- Friendly and welcoming atmosphere
- Clean and sanitary environment
- Nice customer service from the team
- Fast service at the branch
- Minor, the manager, is praised for going beyond his duty to help customers
- Greeted by Minor for auto financing with excellent customer service

Room for improvement:
- Lack of live security or perimeter cameras for added safety
- Some employees sitting at their desks not assisting customers
- Failure to notify customers about cancelled appointments

Miscellaneous:
- Recommendation to go to the Spicewood location and be assisted by Jose Banda
- Complaint about high monthly fees for checking account
- Criticism of reduced service quality with only one employee present"
53,Chase Bank,"11521 N FM 620 Ste D, Austin, TX 78726",Austin,"Very friendly and professional staff! Especially Andrew, I believe he is the Assistant Vice President, was really helpful and opened an account for me and consulted on various questions extremely well. Definitely recommend!Never answers the phone. Ever. Got transferred to a useless automated system.The teller was friendly but the policy to only  cash checks less than 2500 really caused issues for me and my family. I do not have a Chase account and after this experience I do not want one.","Positives:
- Friendly and professional staff
- Andrew, the Assistant Vice President, was helpful and provided good consultation
- Opened an account and answered various questions well

Room for improvement:
- Poor phone service with no one answering the phone
- Useless automated system for transfers
- Restrictive policy on cashing checks over $2500 causing issues

Miscellaneous:
- Negative experience with the branch led to the decision of not wanting a Chase account."
54,Chase Bank,"1700 W Parmer Ln Ste 3, Austin, TX 78727",Austin,"Worst bank ever, closed my account because of missing information without even letting me know. They didn't email, call, text or mail. Closed the account and waited for me to notice, I wasted hours on the phone trying to understand what they need from me, all they have to say is I should reapply.
I had amazing credit, they waisted my time and ruined my credit now as well. STAY AWAY!Slow wait times to talk to a banker, service is just okay. Worth the drive to go to a different location if you’re needing anything other than to make a deposit/withdraw.Today I had a scheduled meeting with Dipo at noon. Once I arrived, I notified the teller I was there to meet Dipo and she went and told him. After 20 minutes of waiting, I still hadn't heard from Dipo. Therefore, I asked the teller to notify Dipo that I was still waiting (she was also surprised he hadn't come to get me yet...).

Finally Dipo comes out at 12:26 and tells me it was going to be ""a few more minutes"" (Remember my appointment was at noon.) I told him that this was unacceptable and that I was leaving.

I have been a Chase customer for over 10 years and this is by far the worst customer service experience I've had. If you're the Branch Manager reading this, have a serious conversation with Dipo about how to value and respect your customers' time. I was hoping to open a business checking account with Chase but now will be doing it elsewhere.I’ve banked with Chase for over a decade. I’ve been to a lot of branches with friendly people, but this one is certainly one of the best experiences I’ve ever had. The entire staff is incredibly helpful and the manager makes an effort to speak to customers in line to help them out or even get to know them. I can’t begin to describe how pleasant of an experience this branch is.They have 2 old ATM and it seem to NEVER WORK! And the line seem to be ALWAY LONG @ChaseBank please get new ATMs.Went there to close my business account. It was done in 5 minutes and lady who took care of me was super nice. I recommend this location.Be aware. These ATM machines are usually always broken. Been going to this one for 3 years... won't changeAlly was amazing today with my transaction ordering/exchanging money into foreign currency. She was knowledgeable, patient with all my questions, and even gave me literature to leave with regarding foreign transaction fees. I was also greeted as I waited in line! I'd definitely come back to this location.My chase account was opened here the woman who opened my account was patiently listening to me answered all my questions. She was very humble Saturday that’s was my last token to take in thanks I didn’t forget you. Time is moving fast thanks once again.DO NOT USE CHASE. They are terrible. They take your funds and use your money for options trading and investments rather than allowing you to use your money. They usually hold your funds for 10 days after they receive them from other institutions. They are purely an evil, greedy bank.Branch manager there needs to learn how to use indoor voice when talking and engaging with customers. There are times when questions about Chase accounts that are strictly confidential. I felt very uneasy asking questions when he let the world knows about my accounts.Whoever is responsible for this bank's security is extremely stupid and wholly incompetent. Cameras go IN FRONT OF!! The windshield so that the driver and passenger can be clearly seen. Whoever mounted this camera at the back of the drive-thru should be immediately FIRED!  They have no idea what they're doing.This location has a lot of issues and Chase shows no concern about a location that has no problem with being unprofessional and downright rude to customers.  Their actions are illegal and violate banking laws. Manager called me this morning started off with mispronouncing my name and it went bad and worse from that point, he said that he has personal issues, don't we all.The service is so bad ，I waiting for a long time and I call them .No anyone help meDipo is the best!!! He called 2 hours ahead to make sure we will bring everything we need, after finding out I can’t get joint account , he gave us solutions and help us out patiently, definitely will come back to this location if we have any future need.Employees are always very nice!  There was a short wait at the drive-thru but everything went smoothly.They got my number and told you will get a call and I never received the call nor they said my appointment is scheduled for xxx day and time . Branch is not recommendedI was helped by someone named Thor. He answered all my questions and was very friendly and patient with me.Only 3 branches in Austin Texas. Completely unacceptable and poor business practices.Worst customer service.better be away from the particular branch.👍🏾 …","Positives:
- Friendly and helpful staff
- Quick and efficient account closure process
- Knowledgeable and patient employees
- Good customer service from Thor

Room for Improvement:
- Lack of communication regarding account closure
- Slow wait times to speak to a banker
- Delayed and unprofessional service during scheduled appointment
- Long lines and old, malfunctioning ATMs
- Concerns about branch security and confidentiality
- Poor management and violation of banking laws
- Limited number of branches in the area

Miscellaneous:
- Positive experience overall
- Recommendation to go to a different location for certain services
- Mixed experiences with customer service and wait times"
55,Chase Bank,"12858 Research Blvd Hwy 183, Austin, TX 78750",Austin,"Horrible bank they hold my money for no reason called like 20 times they keep saying we can say a reason why I went there many times waited 5 day did not even have money for my gas them at the end they said they will not activate it again called them wanted to stop my account and draw my money out they said it’s fine when I went there they said they will send me a check I don’t even money to get gas and I have only opened it 10 days agoGoogle this bank a 24 hr access atm it doesn't have ineNice cashiers, friendly small branch and conveniently located for me. :)they hardly work most of the timeSuper friendly and helpful staff!The staff here don't know how to handle remittances, let us go to other business locations","Positives:
- Friendly and helpful staff
- Nice cashiers
- Conveniently located branch

Room for improvement:
- Poor communication about reasons for holding money
- Inconsistent information provided by employees
- Inefficient handling of remittances

Miscellaneous:
- Lack of 24 hr access ATM"
56,Chase Bank,"9901 N Lamar Blvd, Austin, TX 78753",Austin,"Elva M Mondshine was very rude! She spoke to my friend and I very aggressive! I have been a chase member for over 4 years and every time I have gone to other branches they have never spoken to me this way. My friend would ask me a question and she would be so rude as in to tell her don’t ask her anything ask me everything and it was a simple question. Once she got so aggressive I told her she can calm down it was a simple question and she tried to kick me out of the office. Chase on Lamar really needs to train their employees to be patient, respectful, and friendly. If someone is accompanied by someone is probably because they want them to be there not just for giggles. Made us feel very uncomfortable and personally will never go back to this branch. A banker is supposed to make you feel comfortable to ask questions.I just moved into the area decided to open a Chase account online after receiving my debit card I decided to go into my local branch this location. Upon walking into the building I noticed there were zero people in line I was actually excited about that made it to the front  two tellers sitting there talking to each other completely ignored me looked at me a couple times and still did not acknowledge me I had to ask them if it was okay for me to approach. I think these people forget that they're in the customer service industry. You guys are ghetto trash!Angie  is so helpful! We had a check issue cause by Chase backend system and had to go to the branch 3 times. Angie helped us contact Chase team and solved our problem perfectly!Don’t bother coming here it’s always like thisUnsafe location. There are not a lot of parking spaces except in the back but there’s community of homeless people right there. if I’m going to deposit thousand dollars in the bank, that’s not where I want to park.Generally one of the worst banks ever. Literally the worst chain bank location I’ve ever visited in my life. Homeless encampment and unpermitted businesses conducted all around the bank. Very dangerous vibe. ATMs never work. Everything is filthy. Rude and sarcastic staff. I guess poor people money doesn’t matter to CHASEChase is a HORRIBLE bank. Don't waste your time or money opening an account with them.$10 fee to cash a $100 check from your own bank?Convenient location.  Good service. Nice employees.Can not find a live person to talk to at any location.All around good people","Positives:
- Angie is helpful and resolved a check issue caused by Chase's backend system.
- Convenient location.
- Good service.
- Nice employees.
- All around good people.

Room for improvement:
- Employee (Elva M Mondshine) was rude, aggressive, and disrespectful towards customers.
- Inattentive and unhelpful customer service from tellers at the front.
- Unsafe location with limited parking and a nearby homeless community.
- ATMs frequently not working.
- Filthy conditions.
- Rude and sarcastic staff.
- High fees for check cashing.

Miscellaneous:
- Frustration with Chase's customer service and overall banking experience."
57,Chase Bank,"6301 W Parmer Ln, Austin, TX 78729",Austin,"Angela Honey is my hero! Solved all my issues in no time! Was a big pleasure to deal with herI have been banking with chase well over 5 years and had been to this center for some help(with an appintment). I was told that Emily would be helping me out with the task. It's just insane how unwelcoming n ride she was. She was not even willing to hear us out and all she had to say was ""No I can't do it""  and ""No I won't do it"". I was just surprised to hear her say she wouldn't notarize a document because she doesn't want to, and my understanding was there are rules on how and what can be notarized and it's not upto the individuals discretion. We were able to get the same documents notarized at another chase location a week ago and at a wells Fargo on the same day.

Well if I have keep it simple, I walked in my pregnant wife and we weren't even offered a seat. The worst ever banker I had dealt with. I could give her a 0, if I could.Angela Honey is the best employee of this branch, give her a raise ASAP!Obviously no one cares about this branch or whatever it is. ATM’s have constant problems. Went in for help today and they had no answer as to why I could not withdraw money. Asked if I got a confirmation text. From an ATM? Never. Suggested I go to another branch to make a withdrawal. Unprofessional and could care less about solving the problem. Not sure why they are getting paid at that location.Place is basically an ATM now.
I had set up an appointment for today only to find out upon showing up that they're ""temporarily closed.""
The only heads up I was given was an email reminder yesterday that I have a meeting scheduled for today... apparently they didn't say it would be a meeting with a sign that says ""sorry temporarily closed.""Closing my account after 10 plus years because of the horrible service at this branch. The ladies at their desks do everything they can to not help, they are lazy & rude.The FDIC AND THE BBB SHOULD DO A SURPRISE VISIT.Location is a glorified ATM.","Positives:
- Angela Honey is highly praised and seen as helpful and efficient
- Quick resolution of issues
- Some employees at other branches were helpful in notarizing documents

Room for improvement:
- One employee, Emily, was unwelcoming and unhelpful, refusing to assist with a task
- Lack of customer service, such as not offering a seat to a pregnant customer
- Constant problems with ATMs and lack of support or solutions from the branch
- Poor communication regarding temporary closures and lack of notification about changes

Miscellaneous:
- Some customers are considering closing their accounts due to poor service
- Request for surprise visits from regulatory agencies like the FDIC and BBB
- The branch is seen as more of an ATM rather than a full-service banking location"
